Brand,Model,Variant,Manufacturing_Year,Driven_Kilometer,Fuel,Number of Owner,Location,Price
KIA,SELTOS,GTX + AT PETROL ,2019,32580,Petrol,1,Pune,1667499
MG,PLUS,SHARP HYBRID PETROL ,2021,9601,Petrol,1,Pune,1821599
Maruti,XL6,ALPHA SHVS MT ,2019,32460,Petrol,2,Pune,1090099
Tata,NEXON,XZ+ 1.5 ,2020,22185,Diesel,1,Pune,1030399
Hyundai,i10,MAGNA 1.2 KAPPA VTVT ,2017,79073,Petrol,1,Pune,488499
Datsun,Go,1.0 S AT ,2018,15071,Petrol,1,Pune,372299
Honda,Civic,1.8V AT ,2019,6016,Petrol,2,Pune,1492899
Tata,NEXON,XZA+ 1.5 ,2018,13704,Diesel,2,Pune,1027299
Hyundai,i10,ASTA 1.2 (O) VTVT ,2017,33807,Petrol,2,Pune,508299
Hyundai,i20,1.2 ASTA (O) CVT ,2019,10721,Petrol,1,Pune,942399
Honda,Amaze,1.2 VXMT I VTEC ,2019,9512,Petrol,1,Pune,783299
Hyundai,Creta,1.6 SX PLUS AUTO PETROL ,2016,67988,Petrol,1,Pune,1020099
Maruti,Cross,ZETA SHVS PETROL ,2021,6608,Petrol,1,Pune,1047399
Hyundai,i20,Magna Executive 1.2 ,2017,53045,Petrol,1,Pune,555599
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2017,79006,Petrol,1,Pune,491399
Hyundai,SANTRO,SPORTZ 1.1 ,2018,29675,Petrol,1,Pune,464699
Hyundai,Verna,1.6 SX VTVT ,2018,8444,Petrol,1,Pune,928799
Honda,Jazz,1.2 ZX MT ,2021,5681,Petrol,1,Pune,980899
Honda,Jazz,1.2 V MT ,2018,26799,Petrol,1,Pune,651449
Maruti,Alto,VXI ,2021,7285,Petrol,1,Pune,470799
MG,PLUS,SHARP DCT,2020,11086,Petrol,1,Pune,1879099
Maruti,Brezza,ZDI PLUS ,2019,57959,Diesel,1,Pune,957099
Maruti,Brezza,ZDI PLUS DUAL TONE ,2018,21636,Diesel,1,Pune,928699
MG,HECTOR,SHARP DCT PETROL ,2019,13636,Petrol,2,Pune,1517399
KIA,SELTOS,HTX AT PETROL ,2019,47320,Petrol,1,Pune,1357299
Toyota,Glanza,G MT PETROL ,2021,4729,Petrol,1,Pune,817599
Jeep,Compass,2.0 LIMITED ,2018,43502,Diesel,2,Pune,1474024
Ford,Ecosport,1.5 TITANIUM TI VCT ,2019,13692,Petrol,1,Pune,939599
Maruti,800,LXI ,2017,40987,Petrol,2,Pune,321999
Hyundai,i10,ASTA 1.2 KAPPA VTVT ,2015,54878,Petrol,1,Pune,430099
Honda,City,ZX CVT ,2020,20007,Petrol,1,Pune,1427299
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2016,47095,Petrol,1,Pune,529099
Maruti,Wagon R 1.0,VXI ,2014,87730,Petrol,1,Pune,349199
Toyota,Altis,VL AT ,2016,41860,Petrol,1,Pune,1025299
MG,HECTOR,SHARP DCT PETROL ,2019,16215,Petrol,1,Pune,1792199
Toyota,Glanza,G MT PETROL ,2021,16222,Petrol,1,Pune,817599
Maruti,K10,VXI AMT ,2016,24451,Petrol,1,Pune,377699
Hyundai,SANTRO,1.1 SPORTS AMT ,2018,12203,Petrol,1,Pune,537199
Nissan,Micra,XL CVT (PETROL) ,2018,22106,Petrol,1,Pune,594099
Jeep,Compass,2.0 LONGITUDE (O) ,2017,54078,Diesel,1,Pune,1300499
Maruti,Baleno,DELTA 1.2 K12 ,2017,33898,Petrol,2,Pune,605999
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2017,17670,Petrol,1,Pune,531199
Maruti,800,LXI ,2017,18807,Petrol,1,Pune,321999
Maruti,Dzire,VXI ,2018,30822,Petrol,1,Pune,664199
Maruti,800,LXI OPT ,2018,37558,Petrol,1,Pune,352899
Maruti,IGNIS,ZETA 1.2 K12 AMT ,2018,39736,Petrol,1,Pune,626799
Maruti,800,LXI ,2018,76234,Petrol,1,Pune,316599
MG,HECTOR,SHARP DCT PETROL ,2020,22690,Petrol,1,Pune,1677399
Honda,City,VX MT PETROL ,2015,129866,Petrol,1,Pune,607999
Maruti,IGNIS,DELTA 1.2 K12 ,2018,33120,Petrol,1,Pune,501799
Jeep,Compass,LIMITED (O) 2.0 4*4 ,2017,61090,Diesel,2,Pune,1289799
Hyundai,Creta,1.6 SX PLUS AUTO PETROL ,2016,88269,Petrol,1,Pune,992499
Maruti,Baleno,ALPHA 1.2 K12 ,2016,54512,Petrol,1,Pune,562099
Hyundai,Verna,1.6 SX VTVT (O) ,2019,16012,Petrol,1,Pune,990099
Maruti,Baleno,ZETA 1.2 K12 AMT ,2016,66971,Petrol,1,Pune,564999
KIA,SELTOS,1.5 GTX+ AT ,2020,27208,Diesel,1,Pune,1787099
Maruti,Baleno,DELTA 1.2 K12 ,2019,42250,Petrol,1,Pune,664099
Honda,Amaze,1.2 S CVT I VTEC ,2019,23324,Petrol,1,Pune,785599
Hyundai,i10,1.2 ASTA (O) AT ,2016,44392,Petrol,2,Pune,515499
Honda,City,V MT PETROL ,2017,25460,Petrol,2,Pune,789799
Maruti,Cross,ZETA 1.3 SHVS ,2018,44871,Diesel,1,Pune,905249
Maruti,Cross,SIGMA SHVS ,2018,51070,Diesel,1,Pune,782599
Tata,ALTROZ,XZ 1.2 ,2020,20748,Petrol,1,Pune,808399
Hyundai,VENUE,1.0L Turbo GDI SX MT ,2019,53222,Petrol,1,Pune,928299
Hyundai,Creta,1.6 CRDI SX PLUS AUTO ,2017,67677,Diesel,2,Pune,1154199
Skoda,Rapid,1.0 AMBITION TSI AT ,2020,7024,Petrol,2,Pune,1198199
Tata,NEXON,XZA+ 1.5 Dual Tone ,2018,49740,Diesel,1,Pune,940299
MG,HECTOR,SHARP DCT PETROL ,2019,37518,Petrol,1,Pune,1731299
Hyundai,Creta,1.6 CRDI SX PLUS AUTO ,2017,74542,Diesel,1,Pune,1241699
Hyundai,Creta,1.6 SX PLUS AUTO PETROL ,2017,48210,Petrol,1,Pune,1057549
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2017,40170,Petrol,1,Pune,478899
Hyundai,i20,ASTA 1.2 AT ,2018,65422,Petrol,1,Pune,697299
MG,HECTOR,SHARP DCT PETROL ,2020,25073,Petrol,1,Pune,1652999
Honda,Amaze,1.2 V CVT I VTEC ,2019,21089,Petrol,1,Pune,770499
Tata,Hexa,Varicor 400 XTA ,2017,44450,Diesel,1,Pune,1327999
Maruti,Cross,ZETA SHVS PETROL ,2021,8405,Petrol,1,Pune,1032999
Tata,NEXON,XZA+ 1.5 ,2018,42283,Diesel,1,Pune,1058499
Mahindra,Thar,CRDE 4X4 BS IV ,2019,17369,Diesel,1,Pune,846199
Tata,Hexa,Varicor 400 XTA ,2018,35283,Diesel,1,Pune,1500299
MG,HECTOR,SHARP DCT PETROL ,2019,32005,Petrol,1,Pune,1716199
Hyundai,Creta,1.6 CRDI SX PLUS AUTO ,2018,74955,Diesel,2,Pune,1244899
Honda,Amaze,1.2 VX CVT I VTEC ,2019,14643,Petrol,1,Pune,793199
Honda,City,ZX CVT ,2018,26379,Petrol,2,Pune,1073499
Hyundai,Creta,1.6 SX CRDI ,2018,99890,Diesel,1,Pune,1138399
Ford,Ecosport,1.0 ECOBOOST TITANIUM SPORTS(SUNROOF) ,2018,17216,Petrol,2,Pune,810899
Maruti,K10,VXI ,2016,47958,Petrol,2,Pune,373599
Maruti,Wagon R 1.0,VXI ,2017,25000,Petrol,1,Pune,452899
Maruti,Brezza,ZDI PLUS ,2017,80232,Diesel,1,Pune,896299
Toyota,YARIS,VX CVT ,2018,20544,Petrol,1,Pune,948999
MG,HECTOR,SHARP DCT PETROL ,2020,23303,Petrol,1,Pune,1702599
Honda,City,V CVT ,2018,27116,Petrol,1,Pune,955699
Maruti,K10,VXI (O) AMT ,2018,31409,Petrol,1,Pune,446099
Maruti,Baleno,DELTA 1.2 K12 ,2019,16164,Petrol,1,Pune,714299
Maruti,Baleno,ZETA 1.2 K12 CVT ,2021,8239,Petrol,1,Pune,889999
Maruti,Cross,ZETA 1.3 SHVS,2018,58633,Diesel,2,Pune,793899
Honda,City,V CVT ,2018,13628,Petrol,1,Pune,1074099
Toyota,Glanza,G CVT ,2020,7300,Petrol,1,Pune,891299
Hyundai,i20,ASTA 1.2 ,2018,31118,Petrol,1,Pune,717099
Hyundai,Creta,1.6 VTVT SX AUTO ,2018,69923,Petrol,1,Pune,1203599
Hyundai,VENUE,1.0 TURBO GDI SX+ AT ,2020,20638,Petrol,1,Pune,1206799
Hyundai,Creta,1.6 CRDI SX PLUS AUTO ,2017,94962,Diesel,1,Pune,1208699
Maruti,Baleno,DELTA 1.2 K12 ,2019,25782,Petrol,1,Pune,693699
Maruti,IGNIS,ZETA 1.2 K12 DUAL TONE ,2017,20478,Petrol,1,Pune,536099
Honda,City,ZX CVT ,2020,11370,Petrol,1,Pune,1471399
Honda,City,VX CVT PETROL ,2018,46163,Petrol,1,Pune,1056999
Maruti,Brezza,ZDI + AMT ,2018,89872,Diesel,1,Pune,971899
Maruti,Baleno,DELTA 1.2 K12 ,2017,50905,Petrol,2,Pune,604999
Hyundai,Elantra,1.6 SX AT O ,2017,66152,Diesel,3,Pune,1239499
Maruti,Baleno,ALPHA 1.2K12 AT ,2018,36740,Petrol,1,Pune,744699
Skoda,Rapid,1.0 AMBITION TSI AT ,2020,9553,Petrol,1,Pune,1208299
Maruti,PRESSO,VXI (O) CNG ,2020,53665,CNG,1,Pune,535799
Jeep,Compass,2.0 LIMITED ,2017,70864,Diesel,2,Pune,1179349
Maruti,K10,VXI ,2019,16116,Petrol,1,Pune,419099
Maruti,IGNIS,DELTA 1.2 K12 ,2019,8284,Petrol,1,Pune,509999
Maruti,IGNIS,DELTA 1.2 K12 AMT ,2017,23220,Petrol,1,Pune,582499
Hyundai,i20,ASTA 1.2 (O) ,2017,35292,Petrol,1,Pune,728699
Maruti,Wagon R 1.0,LXI CNG ,2019,8746,CNG,1,Pune,528199
Tata,NEXON,XZA + 1.2 PETROL A/T ,2019,8131,Petrol,1,Pune,1006899
Maruti,IGNIS,DELTA 1.2 K12 ,2018,37431,Petrol,1,Pune,534099
Maruti,Cross,ALPHA SHVS ,2019,24370,Diesel,1,Pune,1043099
KIA,SELTOS,1.4 GTX+ TURBO GDI PETROL AT ,2020,28717,Petrol,1,Pune,1868899
Maruti,Cross,ALPHA SHVS ,2019,24842,Diesel,1,Pune,1031499
Maruti,Ciaz,ZETA 1.4 VVT AMT ,2018,39825,Petrol,1,Pune,825799
Hyundai,Creta,1.6 SX PLUS AUTO PETROL ,2018,48817,Petrol,1,Pune,1205599
Mahindra,MARAZZO,M8 7 STR ,2018,31320,Diesel,1,Pune,1013899
Toyota,YARIS,J CVT ,2020,11874,Petrol,1,Pune,950699
Hyundai,i20,MAGNA 1.4 AT ,2017,15446,Petrol,1,Pune,783199
Tata,Hexa,Varicor 400 XT ,2018,91953,Diesel,1,Pune,990599
Maruti,Wagon R 1.0,LXI CNG ,2018,55961,CNG,1,Pune,487099
Maruti,Cross,ZETA SHVS ,2017,63197,Diesel,2,Pune,949199
Toyota,Glanza,G CVT ,2019,23595,Petrol,2,Pune,842399
Honda,WR-V,1.2 i-VTEC VX MT ,2018,16198,Petrol,1,Pune,778299
Toyota,Glanza,G CVT ,2020,41756,Petrol,1,Pune,891299
Toyota,Camry,HYBRID ,2017,70137,Petrol,1,Pune,1731699
Toyota,YARIS,VX CVT ,2019,60520,Petrol,1,Pune,999599
Toyota,YARIS,VX CVT ,2018,52925,Petrol,1,Pune,994199
Jeep,Compass,1.4 LONGITUDE (O) AT ,2019,30552,Petrol,1,Pune,2011699
Toyota,YARIS,J MT ,2018,28635,Petrol,1,Pune,856999
Maruti,IGNIS,ALPHA 1.2 K12 AMT ,2021,21927,Petrol,1,Pune,799699
Toyota,YARIS,J MT ,2019,49120,Petrol,1,Pune,803399
Volkswagen,Ameo,HIGHLINE DSG 1.5 ,2017,63984,Diesel,2,Pune,724699
Honda,BR-V,1.5 i-VTEC V CVT ,2017,68846,Petrol,1,Pune,800899
Honda,City,VX CVT PETROL ,2017,24738,Petrol,2,Pune,877199
Tata,NEXON,XZA + 1.2 PETROL A/T ,2018,49765,Petrol,1,Pune,872399
Tata,NEXON,XZA+ 1.5 ,2018,80038,Diesel,1,Pune,866299
Mahindra,MARAZZO,M8 7 STR ,2019,49956,Diesel,1,Pune,1224499
Maruti,Cross,ZETA SHVS ,2017,58879,Diesel,1,Pune,862299
Toyota,Glanza,V CVT ,2021,40730,Petrol,1,Pune,1008199
Maruti,Cross,ZETA SHVS ,2017,60034,Diesel,1,Pune,883699
Jeep,Compass,1.4 LIMITED PLUS AT ,2020,52301,Petrol,1,Pune,1988699
Maruti,Cross,ZETA SHVS ,2017,69708,Diesel,1,Pune,857899
Honda,WR-V,1.2 i-VTEC VX MT ,2017,100527,Petrol,1,Pune,624299
Hyundai,New,2WD AT GL DIESEL ,2018,51261,Diesel,2,Pune,1898699
Hyundai,New,4WD AT GLS DIESEL ,2017,72722,Diesel,1,Pune,1877599
Maruti,Dzire,VXI 1.2 BS IV ,2016,185614,Petrol,1,Pune,475999
Maruti,Ertiga,ZXI Plus SHVS ,2019,20390,Petrol,2,Pune,1007099
Maruti,Baleno,DELTA 1.2 K12 ,2016,28528,Petrol,2,Pune,529799
Maruti,Ertiga,ZXI SMART HYBRID AT ,2019,39634,Petrol,1,Pune,1130999
Maruti,Alto,LXI ,2011,49076,Petrol,1,Pune,206699
Mercedes,Class,250 CDI ELEGANCE AT ,2011,43879,Diesel,2,Pune,845699
Maruti,800,LXI ,2015,49400,Petrol,1,Pune,267899
Ford,Ecosport,1.5TITANIUM TDCI ,2021,11219,Diesel,1,Pune,1068999
Maruti,Wagon-R,VXI 1.2L ,2020,10062,Petrol,1,Pune,588799
Maruti,Celerio,ZXI ,2020,28399,Petrol,1,Pune,498499
Mahindra,XUV500,W6 4X2 ,2013,61648,Diesel,1,Pune,693599
Maruti,Swift,VDI OPT ,2017,53478,Diesel,2,Pune,629599
Maruti,Wagon R 1.0,VXI ,2015,56006,Petrol,1,Pune,323399
Hyundai,Creta,1.4 E PLUS CRDI ,2019,43976,Diesel,1,Pune,1057899
Maruti,800,LXI ,2015,45537,Petrol,1,Pune,292199
Maruti,K10,VXI ,2012,50199,Petrol,2,Pune,240499
Maruti,Celerio,VXI CNG ,2016,60637,CNG,2,Pune,475399
Hyundai,i20,MAGNA O 1.2 ,2013,63658,Petrol,2,Pune,372399
MG,HECTOR,SHARP DCT PETROL ,2019,6678,Petrol,1,Pune,1564999
Renault,Kwid,RXT ,2016,51736,Petrol,1,Pune,315699
Maruti,Swift,VXI AMT ,2018,23114,Petrol,1,Pune,640299
Maruti,Wagon R 1.0,VXI ,2012,25674,Petrol,2,Pune,336999
Hyundai,Creta,1.4 E PLUS CRDI ,2016,57754,Diesel,1,Pune,884999
Honda,Brio,1.2 S MT I VTEC ,2015,69073,Petrol,2,Pune,352199
Renault,TRIBER,1.0 RXZ ,2020,16090,Petrol,1,Pune,666899
Renault,Duster,85 PS RXE ,2015,172902,Diesel,1,Pune,397999
Maruti,Baleno,DELTA 1.2 K12 ,2016,17723,Petrol,1,Pune,530099
Maruti,Brezza,ZDI PLUS ,2018,29229,Diesel,1,Pune,898999
Volkswagen,Ameo,COMFORTLINE 1.2 ,2016,67818,Petrol,1,Pune,479699
Maruti,Dzire,VDI AMT ,2017,48707,Diesel,2,Pune,637399
Datsun,Go,T (O) ,2017,18354,Petrol,1,Pune,284899
Maruti,Baleno,DELTA 1.2 K12 ,2018,41911,Petrol,1,Pune,575599
Hyundai,Verna,1.6 SX VTVT (O) ,2018,45513,Petrol,1,Pune,782999
Maruti,Brezza,VDI OPT ,2016,157720,Diesel,1,Pune,639599
Maruti,XL6,ZETA AT SHVS ,2021,7830,Petrol,1,Pune,1236199
Skoda,Superb,1.8 TSI LK AT ,2016,24103,Petrol,1,Pune,1598999
Tata,Hexa,Varicor 400 XTA ,2018,26550,Diesel,1,Pune,1489299
Maruti,Dzire,VXI ,2018,13019,Petrol,1,Pune,699099
Hyundai,Verna,1.6 SX (O) AT CRDI ,2019,35541,Diesel,1,Pune,1171399
Maruti,Wagon R 1.0,LXI CNG ,2015,73408,CNG,1,Pune,387599
Maruti,Brezza,ZDI ,2017,28851,Diesel,1,Pune,782499
Hyundai,i10,SPORTZ 1.2 KAPPA2 ,2011,98639,Petrol,2,Hyderabad,292899
Hyundai,Xing,GLS ,2012,45273,Petrol,1,Hyderabad,292599
Maruti,800,LXI ,2013,32345,Petrol,2,Hyderabad,267899
Honda,City,S MT PETROL ,2010,71117,Petrol,2,Hyderabad,459599
Renault,Kwid,RXL ,2020,11057,Petrol,3,Hyderabad,402099
Renault,Kwid,RXT ,2017,51604,Petrol,1,Hyderabad,295999
Hyundai,i10,SPORTZ 1.2 KAPPA2 ,2011,61520,Petrol,1,Hyderabad,307299
Maruti,Swift,VXI ,2020,56084,Petrol,2,Hyderabad,663099
Maruti,Dzire,VDI BS IV ,2013,47478,Diesel,2,Hyderabad,490599
Nissan,MAGNITE,XV PRIMIUM MT,2021,22982,Petrol,1,Hyderabad,875999
Hyundai,i20,MAGNA O 1.2 ,2011,44456,Petrol,3,Hyderabad,364199
Hyundai,i20,Magna + CRDI ,2019,61933,Diesel,1,Hyderabad,711399
Maruti,800,LXI ,2013,40974,Petrol,1,Hyderabad,256699
Honda,City,V AT ,2011,88880,Petrol,3,Hyderabad,451799
Hyundai,Eon,ERA PLUS ,2012,22245,Petrol,2,Hyderabad,256499
Hyundai,i10,SPORTZ 1.2 KAPPA2 ,2012,41328,Petrol,2,Hyderabad,348599
Hyundai,i10,SPORTZ 1.2 AT KAPPA2 ,2012,68072,Petrol,2,Hyderabad,383899
Maruti,Swift,VXI ,2012,85384,Petrol,1,Hyderabad,407499
Maruti,Dzire,VXI ,2015,94205,Petrol,1,Hyderabad,474099
Maruti,Dzire,ZXI 1.2 BS IV ,2013,67628,Petrol,2,Hyderabad,490499
Hyundai,i10,SPORTZ 1.2 AT KAPPA2 ,2012,46988,Petrol,2,Hyderabad,390699
Maruti,K10,VXI ,2015,235466,Petrol,1,Hyderabad,269299
Renault,Kwid,RXL ,2017,86781,Petrol,2,Hyderabad,303299
Maruti,Swift,ZXI+ ,2021,23957,Petrol,1,Hyderabad,879199
Volkswagen,Polo,COMFORTLINE 1.2L PETROL ,2017,52145,Petrol,2,Hyderabad,557099
Nissan,MAGNITE,XV PRIMIUM MT,2021,8345,Petrol,1,Hyderabad,875199
Maruti,Swift,VXI ,2018,73643,Petrol,1,Hyderabad,579099
Maruti,Swift,VXI ,2013,89407,Petrol,1,Hyderabad,415699
Renault,Kwid,CLIMBER 1.0 ,2019,45777,Petrol,1,Hyderabad,423899
Maruti,Swift,VXI ,2015,66089,Petrol,1,Hyderabad,449899
Volkswagen,Polo,HIGHLINE1.2L PETROL ,2016,93084,Petrol,1,Hyderabad,499699
Volkswagen,Polo,Trendline 1.0 L Petrol ,2019,55583,Petrol,1,Hyderabad,585499
Maruti,Swift,VDI OPT ,2017,64942,Diesel,2,Hyderabad,601199
Maruti,800,LXI ,2013,69067,Petrol,1,Hyderabad,257799
Toyota,Altis,D 4D GL ,2018,84978,Diesel,1,Hyderabad,1231999
Volkswagen,Polo,COMFORTLINE 1.0 TSI AT,2021,3201,Petrol,1,Hyderabad,967099
Maruti,Swift,VDI ,2015,97735,Diesel,2,Hyderabad,515899
Hyundai,i10,SPORTZ 1.2 AT KAPPA2 ,2012,72059,Petrol,3,Hyderabad,390699
Hyundai,Creta,1.6 SX (O) CRDI ,2016,59687,Diesel,1,Hyderabad,1107099
Renault,Kwid,1.0 RXT ,2016,29253,Petrol,2,Hyderabad,333899
Maruti,Ertiga,VDI SHVS ,2018,80813,Diesel,1,Hyderabad,907699
Volkswagen,Polo,Trendline 1.0 L Petrol ,2019,94434,Petrol,2,Hyderabad,536299
Renault,Kwid,CLIMBER 1.0 ,2018,42038,Petrol,1,Hyderabad,413999
Honda,Brio,1.2 S MT I VTEC ,2012,38905,Petrol,1,Hyderabad,392899
Maruti,Celerio,ZXI ,2017,78499,Petrol,2,Hyderabad,439399
Maruti,Swift,VDI ABS ,2015,89068,Diesel,2,Hyderabad,540399
Hyundai,i10,MAGNA 1.1 IRDE2 ,2014,55028,Petrol,1,Hyderabad,347399
Hyundai,Eon,D LITE PLUS ,2015,29345,Petrol,1,Hyderabad,291999
Maruti,Swift,VXI OPT ,2017,67341,Petrol,1,Hyderabad,581799
Maruti,Swift,VDI ,2013,98437,Diesel,1,Hyderabad,455299
Hyundai,i10,MAGNA 1.1 IRDE2 ,2016,36863,Petrol,3,Hyderabad,371599
Mahindra,NEO,N 10,2021,18434,Diesel,1,Hyderabad,1097299
Maruti,Swift,VXI ,2014,54514,Petrol,3,Hyderabad,455999
Maruti,800,LXI ,2013,53654,Petrol,1,Hyderabad,250999
Maruti,Swift,ZDI plus AMT ,2019,66753,Diesel,1,Hyderabad,794299
Maruti,K10,LXI ,2013,45218,Petrol,2,Hyderabad,249399
Maruti,Swift,VXI ,2018,58634,Petrol,1,Hyderabad,556199
Hyundai,i10,MAGNA 1.2 VTVT ,2018,82589,Petrol,1,Hyderabad,473499
Hyundai,VENUE,SX(O) CRDi ,2019,61035,Diesel,2,Hyderabad,1150399
Maruti,Ertiga,ZDI PLUS SHVS ,2018,68275,Diesel,1,Hyderabad,1028899
Maruti,800,LXI ,2015,69091,Petrol,1,Hyderabad,277399
Honda,Amaze,1.2 VXMT I VTEC ,2014,36725,Petrol,2,Hyderabad,489799
Hyundai,Xing,GLS ,2013,76035,Petrol,2,Hyderabad,301899
Volkswagen,Polo,HIGHLINE1.2L PETROL ,2017,66140,Petrol,3,Hyderabad,539399
Hyundai,i10,MAGNA 1.2 KAPPA2 ,2014,87581,Petrol,1,Hyderabad,353599
Honda,Brio,1.2 VX MT I VTEC ,2020,24614,Petrol,2,Hyderabad,505299
Maruti,Celerio,ZXI+ ,2022,14940,Petrol,1,Hyderabad,719099
Maruti,Dzire,VDI OPT ,2017,61703,Diesel,2,Hyderabad,653499
Maruti,K10,VXI ,2014,33499,Petrol,3,Hyderabad,283999
Hyundai,Eon,ERA PLUS ,2016,13774,Petrol,2,Hyderabad,319799
Maruti,Swift,ZXI + AMT ,2020,63988,Petrol,1,Hyderabad,796799
Hyundai,i20,1.2 SPORTS PLUS VTVT ,2020,48534,Petrol,1,Hyderabad,764999
Maruti,800,LXI ,2015,70844,Petrol,2,Hyderabad,283249
KIA,SELTOS,HTX AT PETROL ,2020,14519,Petrol,1,Hyderabad,1475899
Hyundai,Eon,ERA PLUS ,2015,59945,Petrol,2,Hyderabad,287499
Hyundai,i10,MAGNA 1.2 KAPPA2 ,2013,85859,Petrol,2,Hyderabad,353599
Hyundai,i10,SPORTZ 1.1 IRDE2 ,2016,63395,Petrol,1,Hyderabad,417199
Tata,TIGOR,XZ PLUS 1.2 REVOTRON ,2021,16508,Petrol,1,Hyderabad,802899
Hyundai,i20,MAGNA O 1.2 ,2011,93085,Petrol,3,Hyderabad,374199
Renault,Kwid,RXL ,2017,83380,Petrol,1,Hyderabad,371399
Maruti,Celerio,ZXI AMT ,2017,41332,Petrol,2,Hyderabad,450199
Hyundai,i10,SPORTZ 1.1 IRDE2 ,2015,75912,Petrol,2,Hyderabad,394999
Renault,Duster,RXL PETROL 104 ,2018,40986,Petrol,1,Hyderabad,720099
Hyundai,VENUE,S MT Turbo GDI 1.0L ,2020,41145,Petrol,1,Hyderabad,859999
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2014,46266,Petrol,2,Hyderabad,466799
Maruti,Swift,VXI AMT ,2018,87828,Petrol,1,Hyderabad,649199
Renault,Kwid,RXT 1.0 EASY-R AT ,2017,66141,Petrol,3,Hyderabad,369099
Maruti,Celerio,ZXI OPT AMT ,2018,32908,Petrol,2,Hyderabad,499099
Hyundai,Eon,ERA PLUS ,2013,61733,Petrol,2,Hyderabad,292799
Hyundai,Eon,ERA PLUS ,2013,62130,Petrol,2,Hyderabad,287799
Maruti,K10,VXI ,2018,6593,Petrol,1,Hyderabad,421199
Hyundai,i20,Magna Executive Diesel ,2018,86131,Diesel,2,Hyderabad,651899
Hyundai,i10,SPORTZ 1.1 IRDE2 ,2016,45568,Petrol,1,Hyderabad,430899
Toyota,CRUISER,PREMIUM MT,2020,33407,Petrol,1,Hyderabad,1007899
Volkswagen,Polo,HIGHLINE PLUS 1.0 TSI AT ,2021,6018,Petrol,1,Hyderabad,1056499
Renault,TRIBER,1.0 RXZ ,2019,32098,Petrol,1,Hyderabad,651999
Honda,Brio,1.2 S MT I VTEC ,2013,51232,Petrol,2,Hyderabad,387399
Hyundai,Eon,ERA PLUS ,2014,75885,Petrol,2,Hyderabad,292799
Maruti,K10,VXI ,2017,30984,Petrol,2,Hyderabad,364199
Hyundai,i10,MAGNA 1.2 KAPPA2 ,2013,95941,Petrol,1,Hyderabad,353599
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2016,22482,Petrol,1,Hyderabad,514199
Volkswagen,Polo,COMFORTLINE 1.0 PETROL ,2019,48255,Petrol,1,Hyderabad,635899
Hyundai,Creta,1.4 S CRDI ,2018,69054,Diesel,1,Hyderabad,979099
Maruti,Celerio,ZXI AMT ,2015,67341,Petrol,1,Hyderabad,426199
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2014,83083,Petrol,2,Hyderabad,456799
Tata,Tiago,XZA 1.2 REVOTRON ,2019,12946,Petrol,2,Hyderabad,578599
Hyundai,i20,MAGNA O 1.2 ,2013,44412,Petrol,2,Hyderabad,405399
Hyundai,i20,ASTA 1.2 ,2016,45853,Petrol,3,Hyderabad,614199
Hyundai,Accent,EXECUTIVE ,2009,83761,Petrol,2,Hyderabad,252099
Maruti,Celerio,ZXI ,2018,57606,Petrol,1,Hyderabad,500299
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2016,11930,Petrol,1,Hyderabad,527799
Honda,Jazz,1.2 VX I-VTECH ,2015,77876,Petrol,1,Hyderabad,584199
Mahindra,XUV500,W9 ,2020,38535,Diesel,1,Hyderabad,1563199
Skoda,Rapid,1.6 MPI STYLE AT ,2017,43390,Petrol,2,Hyderabad,903799
Honda,City,V MT PETROL ,2014,54297,Petrol,1,Hyderabad,601399
Honda,Jazz,1.2 S MT ,2017,46974,Petrol,1,Hyderabad,531499
Maruti,Eeco,5 STR WITH AC PLUSHTR ,2019,12138,Petrol,1,Hyderabad,484199
Hyundai,SANTRO,1.1 MAGNA MT ,2019,19248,Petrol,1,Hyderabad,499899
Maruti,800,LXI ,2017,67522,Petrol,1,Hyderabad,296999
Skoda,Rapid,1.0 AMBITION TSI MT ,2020,33012,Petrol,1,Hyderabad,862399
Mahindra,Scorpio,S11 ,2021,43923,Diesel,1,Hyderabad,1938199
Maruti,Eeco,5 STR WITH AC PLUSHTR ,2019,6946,Petrol,1,Hyderabad,486599
Ford,Ecosport,1.5TITANIUM TDCI ,2020,19068,Diesel,2,Hyderabad,997399
Hyundai,i20,1.2 MAGNA PLUS VTVT ,2019,61148,Petrol,1,Hyderabad,673249
Maruti,Cross,DELTA SHVS ,2020,32921,Diesel,1,Hyderabad,1083099
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2016,57315,Petrol,1,Hyderabad,465999
Maruti,Wagon-R,VXI 1.0 ,2019,39641,Petrol,1,Hyderabad,529499
Renault,Duster,RXZ ,2020,7232,Petrol,1,Hyderabad,1051199
Maruti,Wagon-R,ZXI 1.2 ,2021,8752,Petrol,1,Hyderabad,654299
